pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[17-2_vs_43-1]	27.547827	0	1.0	0.0	4	27.547827	unrelated	unrelated		UN	UN
[17-2_vs_43-2]	27.547827	0	1.0	0.0	4	27.547827	unrelated	unrelated		UN	UN
[17-2_vs_44-1]	40.958782	0	1.0	0.0	5	40.958782	unrelated	unrelated		UN	UN
[17-2_vs_44-2]	40.958782	0	1.0	0.0	5	40.958782	unrelated	unrelated		UN	UN
[17-2_vs_45-1]	14.472957999999998	0	1.0	0.0	2	14.472957999999998	unrelated	unrelated		UN	UN
[17-2_vs_46-1]	23.786755	0	1.0	0.0	3	23.786755	unrelated	unrelated		UN	UN
[17-2_vs_46-2]	26.445296	0	1.0	0.0	3	26.445296	unrelated	unrelated		UN	UN
[17-2_vs_47-1]	7.669731	0	1.0	0.0	1	7.669731	unrelated	unrelated		UN	UN
[17-2_vs_47-2]	7.669731	0	1.0	0.0	1	7.669731	unrelated	unrelated		UN	UN
[17-2_vs_48-1]	21.102932	0	1.0	0.0	2	21.102932	unrelated	unrelated		UN	UN
[17-2_vs_48-2]	22.286037	0	1.0	0.0	2	22.286037	unrelated	unrelated		UN	UN
[17-2_vs_49-1]	23.166158	0	1.0	0.0	3	23.166158	unrelated	unrelated		UN	UN
[17-2_vs_49-2]	21.39084	0	1.0	0.0	3	21.39084	unrelated	unrelated		UN	UN
[18-1_vs_18-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[18-1_vs_19-1]	102.23832	0	1.0	0.0	8	102.23832	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_19-2]	110.168105	0	1.0	0.0	10	110.168105	unrelated	unrelated		UN	UN
[18-1_vs_20-1]	104.19106	0	1.0	0.0	10	104.19106	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_20-2]	96.03716	0	1.0	0.0	9	96.03716	unrelated	unrelated		UN	UN
[18-1_vs_21-1]	114.530398	0	1.0	0.0	13	114.530398	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_21-2]	126.18009	0	1.0	0.0	15	126.18009	unrelated	unrelated		UN	UN
[18-1_vs_22-1]	130.400215	0	1.0	0.0	12	130.400215	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_22-2]	124.301499	0	1.0	0.0	11	124.301499	unrelated	unrelated		UN	UN
[18-1_vs_22-650-2-blood]	22.100464	0	1.0	0.0	3	22.100464	unrelated	unrelated		UN	UN
[18-1_vs_23-1]	142.742737	0	1.0	0.0	17	142.742737	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_23-2]	158.853288	0	1.0	0.0	19	158.853288	unrelated	unrelated		UN	UN
[18-1_vs_24-1]	116.34487	0	1.0	0.0	11	116.34487	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_24-2]	113.902686	0	1.0	0.0	11	113.902686	unrelated	unrelated		UN	UN
[18-1_vs_25-1]	182.104507	0	1.0	0.0	18	182.104507	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_25-2]	171.844063	0	1.0	0.0	18	171.844063	unrelated	unrelated		UN	UN
[18-1_vs_26-1]	73.79902200000001	0	1.0	0.0	4	73.79902200000001	6.25	FCOR_HS		UN	4
[18-1_vs_27-1]	88.975146	0	1.0	0.0	9	88.975146	6.25	FCOR_HS		UN	4
[18-1_vs_28-1]	106.298773	0	1.0	0.0	10	106.298773	6.25	FCOR_HS		UN	4
[18-1_vs_29-1]	24.635856	0	1.0	0.0	3	24.635856	0.0	UL	UN	UN	UN
[18-1_vs_29-2]	31.707786	0	1.0	0.0	4	31.707786	unrelated	unrelated		UN	UN
[18-1_vs_30-1]	36.167046	0	1.0	0.0	2	36.167046	0.0	UL	UN	UN	UN
[18-1_vs_30-2]	36.167046	0	1.0	0.0	2	36.167046	unrelated	unrelated		UN	UN
[18-1_vs_31-1]	12.208942	0	1.0	0.0	2	12.208942	unrelated	unrelated	UN	UN	UN
[18-1_vs_31-2]	12.208942	0	1.0	0.0	2	12.208942	unrelated	unrelated		UN	UN
[18-1_vs_32-2]	36.341121	0	1.0	0.0	2	36.341121	unrelated	unrelated		UN	UN
[18-1_vs_33-2]	25.457489	0	1.0	0.0	1	25.457489	unrelated	unrelated		UN	UN
[18-1_vs_34-1]	12.433502	0	1.0	0.0	2	12.433502	unrelated	unrelated	UN	UN	UN
[18-1_vs_34-2]	35.510352	0	1.0	0.0	5	35.510352	unrelated	unrelated		UN	UN
[18-1_vs_35-2]	40.021148	0	1.0	0.0	2	40.021148	unrelated	unrelated		UN	UN
[18-1_vs_36-2]	17.440047999999997	0	1.0	0.0	2	17.440047999999997	unrelated	unrelated		UN	UN
[18-1_vs_37-1]	6.242546	0	1.0	0.0	1	6.242546	unrelated	unrelated	UN	UN	UN
[18-1_vs_37-2]	6.136681	0	1.0	0.0	1	6.136681	unrelated	unrelated		UN	UN
[18-1_vs_38-1]	40.905034	0	1.0	0.0	6	40.905034	unrelated	unrelated	UN	UN	UN
[18-1_vs_38-2]	40.010507	0	1.0	0.0	6	40.010507	unrelated	unrelated		UN	UN
[18-1_vs_39-2]	21.826179	0	1.0	0.0	3	21.826179	unrelated	unrelated		UN	UN
[18-1_vs_40-1]	17.645935	0	1.0	0.0	2	17.645935	unrelated	unrelated		UN	UN
[18-1_vs_41-1]	19.242426	0	1.0	0.0	2	19.242426	unrelated	unrelated	UN	UN	UN
[18-1_vs_41-2]	19.242426	0	1.0	0.0	2	19.242426	unrelated	unrelated		UN	UN
[18-1_vs_42-1]	16.638813	0	1.0	0.0	2	16.638813	unrelated	unrelated	UN	UN	UN
[18-1_vs_42-2]	16.638813	0	1.0	0.0	2	16.638813	unrelated	unrelated		UN	UN
[18-1_vs_43-1]	8.900658	0	1.0	0.0	1	8.900658	unrelated	unrelated	UN	UN	UN
[18-1_vs_43-2]	8.900658	0	1.0	0.0	1	8.900658	unrelated	unrelated		UN	UN
[18-1_vs_44-1]	18.401776	0	1.0	0.0	2	18.401776	unrelated	unrelated	UN	UN	UN
[18-1_vs_44-2]	29.255459	0	1.0	0.0	3	29.255459	unrelated	unrelated		UN	UN
[18-1_vs_45-1]	28.790291	0	1.0	0.0	4	28.790291	unrelated	unrelated		UN	UN
[18-1_vs_47-1]	17.963172999999998	0	1.0	0.0	2	17.963172999999998	unrelated	unrelated	UN	UN	UN
[18-1_vs_47-2]	17.963172999999998	0	1.0	0.0	2	17.963172999999998	unrelated	unrelated		UN	UN
[18-1_vs_48-1]	34.998363	0	1.0	0.0	4	34.998363	unrelated	unrelated	UN	UN	UN
[18-1_vs_48-2]	26.814208	0	1.0	0.0	3	26.814208	unrelated	unrelated		UN	UN
[18-1_vs_49-1]	14.965595	0	1.0	0.0	2	14.965595	unrelated	unrelated	UN	UN	UN
[18-1_vs_49-2]	8.433601	0	1.0	0.0	1	8.433601	unrelated	unrelated		UN	UN
[18-2_vs_19-1]	118.231775	0	1.0	0.0	9	118.231775	unrelated	unrelated		UN	UN
[18-2_vs_19-2]	126.16156	0	1.0	0.0	11	126.16156	unrelated	unrelated		UN	UN
[18-2_vs_20-1]	96.713612	0	1.0	0.0	9	96.713612	unrelated	unrelated		UN	UN
[18-2_vs_20-2]	96.03716	0	1.0	0.0	9	96.03716	unrelated	unrelated		UN	UN
[18-2_vs_21-1]	119.93711	0	1.0	0.0	13	119.93711	unrelated	unrelated		UN	UN
[18-2_vs_21-2]	137.486246	0	1.0	0.0	15	137.486246	unrelated	unrelated		UN	UN
[18-2_vs_22-1]	133.866726	0	1.0	0.0	12	133.866726	unrelated	unrelated		UN	UN
[18-2_vs_22-2]	134.253703	0	1.0	0.0	12	134.253703	unrelated	unrelated		UN	UN
[18-2_vs_22-650-2-blood]	22.100464	0	1.0	0.0	3	22.100464	unrelated	unrelated		UN	UN
[18-2_vs_23-1]	128.919632	0	1.0	0.0	14	128.919632	unrelated	unrelated		UN	UN
[18-2_vs_23-2]	145.030183	0	1.0	0.0	16	145.030183	unrelated	unrelated		UN	UN
[18-2_vs_24-1]	108.723341	0	1.0	0.0	10	108.723341	unrelated	unrelated		UN	UN
[18-2_vs_24-2]	106.281157	0	1.0	0.0	10	106.281157	unrelated	unrelated		UN	UN
[18-2_vs_25-1]	181.39656	0	1.0	0.0	18	181.39656	unrelated	unrelated		UN	UN
[18-2_vs_25-2]	171.82856	0	1.0	0.0	17	171.82856	unrelated	unrelated		UN	UN
[18-2_vs_26-1]	66.707294	0	1.0	0.0	3	66.707294	unrelated	unrelated		UN	UN
[18-2_vs_27-1]	90.675261	0	1.0	0.0	9	90.675261	unrelated	unrelated		UN	UN
[18-2_vs_28-1]	102.08823	0	1.0	0.0	9	102.08823	unrelated	unrelated		UN	UN
[18-2_vs_29-1]	24.635856	0	1.0	0.0	3	24.635856	unrelated	unrelated		UN	UN
[18-2_vs_29-2]	31.707786	0	1.0	0.0	4	31.707786	unrelated	unrelated		UN	UN
[18-2_vs_30-1]	36.167046	0	1.0	0.0	2	36.167046	unrelated	unrelated		UN	UN
[18-2_vs_30-2]	36.167046	0	1.0	0.0	2	36.167046	unrelated	unrelated		UN	UN
[18-2_vs_31-1]	12.208942	0	1.0	0.0	2	12.208942	unrelated	unrelated		UN	UN
[18-2_vs_31-2]	12.208942	0	1.0	0.0	2	12.208942	unrelated	unrelated		UN	UN
[18-2_vs_32-2]	35.162109	0	1.0	0.0	2	35.162109	unrelated	unrelated		UN	UN
[18-2_vs_33-2]	25.457489	0	1.0	0.0	1	25.457489	unrelated	unrelated		UN	UN
[18-2_vs_34-1]	12.433502	0	1.0	0.0	2	12.433502	unrelated	unrelated		UN	UN
[18-2_vs_34-2]	35.510352	0	1.0	0.0	5	35.510352	unrelated	unrelated		UN	UN
[18-2_vs_35-2]	36.610992	0	1.0	0.0	2	36.610992	unrelated	unrelated		UN	UN
[18-2_vs_36-2]	8.107826	0	1.0	0.0	1	8.107826	unrelated	unrelated		UN	UN
[18-2_vs_37-2]	6.136681	0	1.0	0.0	1	6.136681	unrelated	unrelated		UN	UN
[18-2_vs_38-1]	40.905034	0	1.0	0.0	6	40.905034	unrelated	unrelated		UN	UN
[18-2_vs_38-2]	40.010507	0	1.0	0.0	6	40.010507	unrelated	unrelated		UN	UN
[18-2_vs_39-2]	21.315948	0	1.0	0.0	3	21.315948	unrelated	unrelated		UN	UN
[18-2_vs_40-1]	16.651985	0	1.0	0.0	2	16.651985	unrelated	unrelated		UN	UN
[18-2_vs_41-1]	19.242426	0	1.0	0.0	2	19.242426	unrelated	unrelated		UN	UN
[18-2_vs_41-2]	19.242426	0	1.0	0.0	2	19.242426	unrelated	unrelated		UN	UN
[18-2_vs_42-1]	16.638813	0	1.0	0.0	2	16.638813	unrelated	unrelated		UN	UN
[18-2_vs_42-2]	6.530937	0	1.0	0.0	1	6.530937	unrelated	unrelated		UN	UN
[18-2_vs_43-1]	8.900658	0	1.0	0.0	1	8.900658	unrelated	unrelated		UN	UN
[18-2_vs_43-2]	8.900658	0	1.0	0.0	1	8.900658	unrelated	unrelated		UN	UN
[18-2_vs_44-1]	18.401776	0	1.0	0.0	2	18.401776	unrelated	unrelated		UN	UN
[18-2_vs_44-2]	29.255459	0	1.0	0.0	3	29.255459	unrelated	unrelated		UN	UN
[18-2_vs_45-1]	28.790291	0	1.0	0.0	4	28.790291	unrelated	unrelated		UN	UN
[18-2_vs_47-1]	17.963172999999998	0	1.0	0.0	2	17.963172999999998	unrelated	unrelated		UN	UN
[18-2_vs_47-2]	17.963172999999998	0	1.0	0.0	2	17.963172999999998	unrelated	unrelated		UN	UN
[18-2_vs_48-1]	27.857246	0	1.0	0.0	3	27.857246	unrelated	unrelated		UN	UN
[18-2_vs_48-2]	20.116073	0	1.0	0.0	2	20.116073	unrelated	unrelated		UN	UN
[18-2_vs_49-1]	14.965595	0	1.0	0.0	2	14.965595	unrelated	unrelated		UN	UN
[18-2_vs_49-2]	8.433601	0	1.0	0.0	1	8.433601	unrelated	unrelated		UN	UN
[19-1_vs_19-2]	3126.695051	0	1.0	0.0	25	3126.695051	unrelated	unrelated		UN	UN
[19-1_vs_20-1]	198.386898	0	1.0	0.0	17	198.386898	12.5	F-C	C-3a(FC)	4	4
[19-1_vs_20-2]	194.962714	0	1.0	0.0	17	194.962714	unrelated	unrelated		UN	UN
[19-1_vs_21-1]	248.589164	0	1.0	0.0	22	248.589164	12.5	F-C	C-3a(FC)	4	4
[19-1_vs_21-2]	249.641154	0	1.0	0.0	22	249.641154	unrelated	unrelated		UN	UN
[19-1_vs_22-1]	1108.17213	0	1.0	0.0	52	1108.17213	50.0	FS	C-1(FS)	2	2
[19-1_vs_22-2]	1126.468266	0	1.0	0.0	51	1126.468266	unrelated	unrelated		UN	UN
[19-1_vs_22-650-1-blood]	26.10836	0	1.0	0.0	1	26.10836	unrelated	unrelated		UN	UN
[19-1_vs_22-650-2-blood]	34.800415	0	1.0	0.0	2	34.800415	unrelated	unrelated		UN	UN
[19-1_vs_23-1]	305.426478	0	1.0	0.0	30	305.426478	12.5	F-C	C-3a(FC)	4	4
[19-1_vs_23-2]	301.580931	0	1.0	0.0	27	301.580931	unrelated	unrelated		UN	UN
[19-1_vs_24-1]	237.769667	0	1.0	0.0	24	237.769667	12.5	F-C	C-3a(FC)	4	4
[19-1_vs_24-2]	216.158557	0	1.0	0.0	22	216.158557	unrelated	unrelated		UN	UN
[19-1_vs_25-1]	117.189713	0	1.0	0.0	14	117.189713	12.5	F-C	C-3a(FC)	4	4
[19-1_vs_25-2]	82.688374	0	1.0	0.0	10	82.688374	unrelated	unrelated		UN	UN
[19-1_vs_26-1]	356.469654	0	1.0	0.0	33	356.469654	25.0	U-N		3	3
[19-1_vs_27-1]	121.996869	0	1.0	0.0	11	121.996869	6.25	FCOR		4	4
[19-1_vs_28-1]	156.028698	0	1.0	0.0	15	156.028698	6.25	FCOR		4	4
[19-1_vs_29-1]	8.25676	0	1.0	0.0	1	8.25676	0.0	UL	UN	UN	UN
[19-1_vs_29-2]	9.283813	0	1.0	0.0	1	9.283813	unrelated	unrelated		UN	UN
[19-1_vs_30-1]	14.870377	0	1.0	0.0	2	14.870377	0.0	UL	UN	UN	UN
[19-1_vs_30-2]	13.843323	0	1.0	0.0	2	13.843323	unrelated	unrelated		UN	UN
[19-1_vs_31-1]	32.598876000000004	0	1.0	0.0	3	32.598876000000004	unrelated	unrelated	UN	UN	UN
[19-1_vs_31-2]	29.679107	0	1.0	0.0	3	29.679107	unrelated	unrelated		UN	UN
[19-1_vs_32-2]	7.350418	0	1.0	0.0	1	7.350418	unrelated	unrelated		UN	UN
[19-1_vs_33-1]	39.449142	0	1.0	0.0	4	39.449142	unrelated	unrelated	UN	UN	UN
[19-1_vs_33-2]	56.849723	0	1.0	0.0	4	56.849723	unrelated	unrelated		UN	UN
[19-1_vs_34-1]	7.95179	0	1.0	0.0	1	7.95179	unrelated	unrelated	UN	UN	UN
[19-1_vs_34-2]	9.221504	0	1.0	0.0	1	9.221504	unrelated	unrelated		UN	UN
[19-1_vs_35-2]	32.372678	0	1.0	0.0	3	32.372678	unrelated	unrelated		UN	UN
[19-1_vs_37-1]	32.921123	0	1.0	0.0	2	32.921123	unrelated	unrelated	UN	UN	UN
[19-1_vs_37-2]	52.404115	0	1.0	0.0	3	52.404115	unrelated	unrelated		UN	UN
[19-1_vs_38-1]	50.058909	0	1.0	0.0	4	50.058909	unrelated	unrelated	UN	UN	UN
[19-1_vs_38-2]	50.589541	0	1.0	0.0	4	50.589541	unrelated	unrelated		UN	UN
[19-1_vs_39-2]	37.507381	0	1.0	0.0	4	37.507381	unrelated	unrelated		UN	UN
[19-1_vs_40-1]	23.881261	0	1.0	0.0	2	23.881261	unrelated	unrelated		UN	UN
[19-1_vs_41-1]	49.129016	0	1.0	0.0	3	49.129016	unrelated	unrelated	UN	UN	UN
[19-1_vs_41-2]	52.049596	0	1.0	0.0	3	52.049596	unrelated	unrelated		UN	UN
[19-1_vs_42-1]	6.165108	0	1.0	0.0	1	6.165108	unrelated	unrelated	UN	UN	UN
[19-1_vs_42-2]	6.165108	0	1.0	0.0	1	6.165108	unrelated	unrelated		UN	UN
[19-1_vs_43-1]	58.513967	0	1.0	0.0	5	58.513967	unrelated	unrelated	UN	UN	UN
[19-1_vs_43-2]	44.246864	0	1.0	0.0	3	44.246864	unrelated	unrelated		UN	UN
[19-1_vs_44-1]	16.549912	0	1.0	0.0	2	16.549912	unrelated	unrelated	UN	UN	UN
[19-1_vs_44-2]	10.384804	0	1.0	0.0	1	10.384804	unrelated	unrelated		UN	UN
[19-1_vs_45-1]	11.204041	0	1.0	0.0	1	11.204041	unrelated	unrelated		UN	UN
[19-1_vs_46-1]	14.663864	0	1.0	0.0	2	14.663864	unrelated	unrelated	UN	UN	UN
[19-1_vs_46-2]	15.430500000000002	0	1.0	0.0	2	15.430500000000002	unrelated	unrelated		UN	UN
[19-1_vs_47-1]	14.596298	0	1.0	0.0	2	14.596298	unrelated	unrelated	UN	UN	UN
[19-1_vs_47-2]	13.211029	0	1.0	0.0	2	13.211029	unrelated	unrelated		UN	UN
[19-1_vs_48-1]	36.093376	0	1.0	0.0	2	36.093376	unrelated	unrelated	UN	UN	UN
[19-1_vs_48-2]	36.093376	0	1.0	0.0	2	36.093376	unrelated	unrelated		UN	UN
[19-1_vs_49-1]	13.384620000000002	0	1.0	0.0	2	13.384620000000002	unrelated	unrelated	UN	UN	UN
[19-1_vs_49-2]	13.384620000000002	0	1.0	0.0	2	13.384620000000002	unrelated	unrelated		UN	UN
[19-2_vs_20-1]	183.397655	0	1.0	0.0	16	183.397655	unrelated	unrelated		UN	UN
[19-2_vs_20-2]	191.672797	0	1.0	0.0	17	191.672797	unrelated	unrelated		UN	UN
[19-2_vs_21-1]	240.154476	0	1.0	0.0	22	240.154476	unrelated	unrelated		UN	UN
[19-2_vs_21-2]	234.606662	0	1.0	0.0	21	234.606662	unrelated	unrelated		UN	UN
[19-2_vs_22-1]	1105.14047	0	1.0	0.0	51	1105.14047	unrelated	unrelated		UN	UN
[19-2_vs_22-2]	1146.316272	0	1.0	0.0	53	1146.316272	unrelated	unrelated		UN	UN
[19-2_vs_22-650-1-blood]	26.10836	0	1.0	0.0	1	26.10836	unrelated	unrelated		UN	UN
[19-2_vs_22-650-2-blood]	40.808315	0	1.0	0.0	3	40.808315	unrelated	unrelated		UN	UN
[19-2_vs_23-1]	316.90821	0	1.0	0.0	31	316.90821	unrelated	unrelated		UN	UN
[19-2_vs_23-2]	291.117439	0	1.0	0.0	26	291.117439	unrelated	unrelated		UN	UN
[19-2_vs_24-1]	245.12611	0	1.0	0.0	25	245.12611	unrelated	unrelated		UN	UN
[19-2_vs_24-2]	219.066936	0	1.0	0.0	22	219.066936	unrelated	unrelated		UN	UN
[19-2_vs_25-1]	130.118255	0	1.0	0.0	16	130.118255	unrelated	unrelated		UN	UN
[19-2_vs_25-2]	102.163984	0	1.0	0.0	12	102.163984	unrelated	unrelated		UN	UN
[19-2_vs_26-1]	368.248329	0	1.0	0.0	34	368.248329	unrelated	unrelated		UN	UN
[19-2_vs_27-1]	135.081033	0	1.0	0.0	12	135.081033	unrelated	unrelated		UN	UN
[19-2_vs_28-1]	148.22895499999998	0	1.0	0.0	14	148.22895499999998	unrelated	unrelated		UN	UN
[19-2_vs_29-1]	9.283813	0	1.0	0.0	1	9.283813	unrelated	unrelated		UN	UN
[19-2_vs_29-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[19-2_vs_30-1]	21.088437	0	1.0	0.0	3	21.088437	unrelated	unrelated		UN	UN
[19-2_vs_30-2]	13.843323	0	1.0	0.0	2	13.843323	unrelated	unrelated		UN	UN
[19-2_vs_31-1]	32.598876000000004	0	1.0	0.0	3	32.598876000000004	unrelated	unrelated		UN	UN
[19-2_vs_31-2]	29.679107	0	1.0	0.0	3	29.679107	unrelated	unrelated		UN	UN
[19-2_vs_32-2]	7.350418	0	1.0	0.0	1	7.350418	unrelated	unrelated		UN	UN
[19-2_vs_33-1]	39.449142	0	1.0	0.0	4	39.449142	unrelated	unrelated		UN	UN
[19-2_vs_33-2]	56.849723	0	1.0	0.0	4	56.849723	unrelated	unrelated		UN	UN
[19-2_vs_34-1]	8.531898	0	1.0	0.0	1	8.531898	unrelated	unrelated		UN	UN
[19-2_vs_34-2]	9.221504	0	1.0	0.0	1	9.221504	unrelated	unrelated		UN	UN
[19-2_vs_35-2]	32.372678	0	1.0	0.0	3	32.372678	unrelated	unrelated		UN	UN
[19-2_vs_37-1]	32.921123	0	1.0	0.0	2	32.921123	unrelated	unrelated		UN	UN
[19-2_vs_37-2]	52.404115	0	1.0	0.0	3	52.404115	unrelated	unrelated		UN	UN
[19-2_vs_38-1]	50.058909	0	1.0	0.0	4	50.058909	unrelated	unrelated		UN	UN
[19-2_vs_38-2]	51.547675	0	1.0	0.0	4	51.547675	unrelated	unrelated		UN	UN
[19-2_vs_39-2]	30.57093	0	1.0	0.0	3	30.57093	unrelated	unrelated		UN	UN
[19-2_vs_40-1]	23.881261	0	1.0	0.0	2	23.881261	unrelated	unrelated		UN	UN
[19-2_vs_41-1]	59.698051	0	1.0	0.0	4	59.698051	unrelated	unrelated		UN	UN
[19-2_vs_41-2]	53.034517	0	1.0	0.0	3	53.034517	unrelated	unrelated		UN	UN
[19-2_vs_42-1]	6.165108	0	1.0	0.0	1	6.165108	unrelated	unrelated		UN	UN
[19-2_vs_42-2]	6.165108	0	1.0	0.0	1	6.165108	unrelated	unrelated		UN	UN
[19-2_vs_43-1]	58.513967	0	1.0	0.0	5	58.513967	unrelated	unrelated		UN	UN
[19-2_vs_43-2]	44.246864	0	1.0	0.0	3	44.246864	unrelated	unrelated		UN	UN
[19-2_vs_44-1]	16.549912	0	1.0	0.0	2	16.549912	unrelated	unrelated		UN	UN
[19-2_vs_44-2]	10.384804	0	1.0	0.0	1	10.384804	unrelated	unrelated		UN	UN
[19-2_vs_45-1]	17.369149	0	1.0	0.0	2	17.369149	unrelated	unrelated		UN	UN
[19-2_vs_46-1]	8.192802	0	1.0	0.0	1	8.192802	unrelated	unrelated		UN	UN
[19-2_vs_46-2]	15.430500000000002	0	1.0	0.0	2	15.430500000000002	unrelated	unrelated		UN	UN
[19-2_vs_47-1]	14.596298	0	1.0	0.0	2	14.596298	unrelated	unrelated		UN	UN
[19-2_vs_47-2]	14.596298	0	1.0	0.0	2	14.596298	unrelated	unrelated		UN	UN
[19-2_vs_48-1]	36.093376	0	1.0	0.0	2	36.093376	unrelated	unrelated		UN	UN
[19-2_vs_48-2]	36.093376	0	1.0	0.0	2	36.093376	unrelated	unrelated		UN	UN
[19-2_vs_49-1]	13.384620000000002	0	1.0	0.0	2	13.384620000000002	unrelated	unrelated		UN	UN
[19-2_vs_49-2]	13.384620000000002	0	1.0	0.0	2	13.384620000000002	unrelated	unrelated		UN	UN
[2-1_vs_10-1]	158.359207	0	1.0	0.0	15	158.359207	unrelated	unrelated	C-2(U-N)	3	3
[2-1_vs_10-2]	163.488665	0	1.0	0.0	15	163.488665	unrelated	unrelated		UN	UN
[2-1_vs_11-2]	167.124769	0	1.0	0.0	19	167.124769	unrelated	unrelated		UN	UN
[2-1_vs_12-1]	415.735978	0	1.0	0.0	37	415.735978	unrelated	unrelated	C-2(U-N)	3	3
[2-1_vs_12-2]	440.260774	0	1.0	0.0	40	440.260774	unrelated	unrelated		UN	UN
[2-1_vs_13-1]	533.317142	0	1.0	0.0	45	533.317142	unrelated	unrelated	C-2(U-N)	3	3
[2-1_vs_13-2]	493.709482	0	1.0	0.0	42	493.709482	unrelated	unrelated		UN	UN
[2-1_vs_14-1]	927.478227	0	1.0	0.0	89	927.478227	unrelated	unrelated	L-1(P-C)	1	1
[2-1_vs_14-2]	935.833718	0	1.0	0.0	90	935.833718	unrelated	unrelated		UN	UN
[2-1_vs_15-1]	130.884638	0	1.0	0.0	13	130.884638	unrelated	unrelated	L-1(P-C)	1	1
[2-1_vs_15-2]	116.59474	0	1.0	0.0	12	116.59474	unrelated	unrelated		UN	UN
[2-1_vs_16-1]	25.600899	0	1.0	0.0	3	25.600899	unrelated	unrelated	C-3b(GU-GN)	4	4
[2-1_vs_16-2]	25.600899	0	1.0	0.0	3	25.600899	unrelated	unrelated		UN	UN
[2-1_vs_17-1]	69.530591	0	1.0	0.0	10	69.530591	unrelated	unrelated	C-3b(GU-GN)	4	4
[2-1_vs_17-2]	63.047997	0	1.0	0.0	9	63.047997	unrelated	unrelated		UN	UN
[2-1_vs_18-1]	78.482779	0	1.0	0.0	10	78.482779	unrelated	unrelated	C-3b(GU-GN)	4	4
[2-1_vs_18-2]	60.997812	0	1.0	0.0	8	60.997812	unrelated	unrelated		UN	UN
[2-1_vs_19-1]	16.425766	0	1.0	0.0	2	16.425766	unrelated	unrelated	C-3b(GU-GN)	4	4
[2-1_vs_19-2]	25.753945	0	1.0	0.0	3	25.753945	unrelated	unrelated		UN	UN
[2-1_vs_2-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[2-1_vs_20-1]	100.056782	0	1.0	0.0	11	100.056782	unrelated	unrelated	C-3b(GU-GN)	4	4
[2-1_vs_20-2]	99.019755	0	1.0	0.0	11	99.019755	unrelated	unrelated		UN	UN
[2-1_vs_21-1]	136.795223	0	1.0	0.0	14	136.795223	12.5	GU-GN	C-3b(GU-GN)	4	4
[2-1_vs_21-2]	121.79681	0	1.0	0.0	13	121.79681	unrelated	unrelated		UN	UN
[2-1_vs_22-1]	76.462873	0	1.0	0.0	7	76.462873	12.5	GU-GN	C-3b(GU-GN)	4	4
[2-1_vs_22-2]	72.418669	0	1.0	0.0	8	72.418669	unrelated	unrelated		UN	UN
[2-1_vs_22-650-1-blood]	14.390465	0	1.0	0.0	2	14.390465	unrelated	unrelated		UN	UN
[2-1_vs_23-1]	17.643831	0	1.0	0.0	2	17.643831	12.5	GU-GN	C-3b(GU-GN)	4	4
[2-1_vs_23-2]	34.741037	0	1.0	0.0	4	34.741037	unrelated	unrelated		UN	UN
[2-1_vs_24-1]	57.902793	0	1.0	0.0	6	57.902793	12.5	GU-GN	C-3b(GU-GN)	4	4
[2-1_vs_24-2]	56.262321	0	1.0	0.0	6	56.262321	unrelated	unrelated		UN	UN
[2-1_vs_25-1]	94.159211	0	1.0	0.0	9	94.159211	12.5	GU-GN	C-3b(GU-GN)	4	4
[2-1_vs_25-2]	84.744958	0	1.0	0.0	8	84.744958	unrelated	unrelated		UN	UN
