pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[38-2_vs_43-1]	63.46135	0	1.0	0.0	5	63.46135	unrelated	unrelated		UN	UN
[38-2_vs_43-2]	63.797974	0	1.0	0.0	5	63.797974	unrelated	unrelated		UN	UN
[38-2_vs_44-1]	36.276828	0	1.0	0.0	3	36.276828	unrelated	unrelated		UN	UN
[38-2_vs_44-2]	36.276828	0	1.0	0.0	3	36.276828	unrelated	unrelated		UN	UN
[38-2_vs_45-1]	17.072865	0	1.0	0.0	2	17.072865	unrelated	unrelated		UN	UN
[38-2_vs_46-1]	22.93145	0	1.0	0.0	3	22.93145	unrelated	unrelated		UN	UN
[38-2_vs_46-2]	32.137214	0	1.0	0.0	3	32.137214	unrelated	unrelated		UN	UN
[38-2_vs_47-1]	39.671788	0	1.0	0.0	2	39.671788	unrelated	unrelated		UN	UN
[38-2_vs_47-2]	39.671788	0	1.0	0.0	2	39.671788	unrelated	unrelated		UN	UN
[38-2_vs_48-1]	73.481056	0	1.0	0.0	6	73.481056	unrelated	unrelated		UN	UN
[38-2_vs_48-2]	76.08144	0	1.0	0.0	6	76.08144	unrelated	unrelated		UN	UN
[38-2_vs_49-1]	6.826962	0	1.0	0.0	1	6.826962	unrelated	unrelated		UN	UN
[38-2_vs_49-2]	13.98021	0	1.0	0.0	2	13.98021	unrelated	unrelated		UN	UN
[39-2_vs_40-1]	1245.678371	0	1.0	0.0	77	1245.678371	unrelated	unrelated		UN	UN
[39-2_vs_41-1]	17.662544	0	1.0	0.0	1	17.662544	unrelated	unrelated		UN	UN
[39-2_vs_43-1]	35.954175	0	1.0	0.0	4	35.954175	unrelated	unrelated		UN	UN
[39-2_vs_43-2]	35.835061	0	1.0	0.0	4	35.835061	unrelated	unrelated		UN	UN
[39-2_vs_44-1]	21.785374	0	1.0	0.0	2	21.785374	unrelated	unrelated		UN	UN
[39-2_vs_44-2]	21.785374	0	1.0	0.0	2	21.785374	unrelated	unrelated		UN	UN
[39-2_vs_45-1]	29.22469	0	1.0	0.0	3	29.22469	unrelated	unrelated		UN	UN
[39-2_vs_46-1]	22.700153	0	1.0	0.0	3	22.700153	unrelated	unrelated		UN	UN
[39-2_vs_46-2]	48.265781	0	1.0	0.0	4	48.265781	unrelated	unrelated		UN	UN
[39-2_vs_47-1]	23.818211	0	1.0	0.0	2	23.818211	unrelated	unrelated		UN	UN
[39-2_vs_47-2]	23.818211	0	1.0	0.0	2	23.818211	unrelated	unrelated		UN	UN
[39-2_vs_48-1]	31.013383	0	1.0	0.0	3	31.013383	unrelated	unrelated		UN	UN
[39-2_vs_48-2]	23.278508	0	1.0	0.0	2	23.278508	unrelated	unrelated		UN	UN
[39-2_vs_49-1]	36.082855	0	1.0	0.0	2	36.082855	unrelated	unrelated		UN	UN
[39-2_vs_49-2]	23.795913	0	1.0	0.0	2	23.795913	unrelated	unrelated		UN	UN
[4-1_vs_10-1]	126.231713	0	1.0	0.0	11	126.231713	unrelated	unrelated	C-3a(FC)	4	4
[4-1_vs_10-2]	132.932801	0	1.0	0.0	12	132.932801	unrelated	unrelated		UN	UN
[4-1_vs_11-2]	207.700954	0	1.0	0.0	22	207.700954	unrelated	unrelated		UN	UN
[4-1_vs_12-1]	63.347342	0	1.0	0.0	6	63.347342	unrelated	unrelated	C-3a(FC)	4	4
[4-1_vs_12-2]	59.255153	0	1.0	0.0	6	59.255153	unrelated	unrelated		UN	UN
[4-1_vs_13-1]	44.543598	0	1.0	0.0	5	44.543598	unrelated	unrelated	C-3a(FC)	4	4
[4-1_vs_13-2]	38.562847	0	1.0	0.0	4	38.562847	unrelated	unrelated		UN	UN
[4-1_vs_14-1]	56.820236	0	1.0	0.0	7	56.820236	unrelated	unrelated	C-3a(FC)	4	4
[4-1_vs_14-2]	61.670661	0	1.0	0.0	6	61.670661	unrelated	unrelated		UN	UN
[4-1_vs_15-1]	454.858354	0	1.0	0.0	45	454.858354	unrelated	unrelated	HS	UN	UN
[4-1_vs_15-2]	473.987556	0	1.0	0.0	46	473.987556	unrelated	unrelated		UN	UN
[4-1_vs_16-1]	491.482415	0	1.0	0.0	45	491.482415	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_16-2]	503.43441	0	1.0	0.0	48	503.43441	unrelated	unrelated		UN	UN
[4-1_vs_17-1]	187.832231	0	1.0	0.0	19	187.832231	unrelated	unrelated	C-2(U-N)_HS	UN	3
[4-1_vs_17-2]	185.148736	0	1.0	0.0	19	185.148736	unrelated	unrelated		UN	UN
[4-1_vs_18-1]	148.53396	0	1.0	0.0	14	148.53396	unrelated	unrelated	C-2(U-N)_HS	UN	3
[4-1_vs_18-2]	150.531828	0	1.0	0.0	14	150.531828	unrelated	unrelated		UN	UN
[4-1_vs_19-1]	899.889691	0	1.0	0.0	80	899.889691	unrelated	unrelated	L-1(P-C)	1	1
[4-1_vs_19-2]	874.873768	0	1.0	0.0	76	874.873768	unrelated	unrelated		UN	UN
[4-1_vs_20-1]	372.848348	0	1.0	0.0	35	372.848348	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_20-2]	382.763861	0	1.0	0.0	36	382.763861	unrelated	unrelated		UN	UN
[4-1_vs_21-1]	452.502366	0	1.0	0.0	43	452.502366	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_21-2]	464.701665	0	1.0	0.0	45	464.701665	unrelated	unrelated		UN	UN
[4-1_vs_22-1]	893.05379	0	1.0	0.0	83	893.05379	unrelated	unrelated	L-1(P-C)	1	1
[4-1_vs_22-2]	897.102366	0	1.0	0.0	82	897.102366	unrelated	unrelated		UN	UN
[4-1_vs_22-650-1-blood]	8.19445	0	1.0	0.0	1	8.19445	unrelated	unrelated		UN	UN
[4-1_vs_23-1]	425.500987	0	1.0	0.0	42	425.500987	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_23-2]	431.841049	0	1.0	0.0	42	431.841049	unrelated	unrelated		UN	UN
[4-1_vs_24-1]	439.440875	0	1.0	0.0	45	439.440875	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_24-2]	424.07243	0	1.0	0.0	44	424.07243	unrelated	unrelated		UN	UN
[4-1_vs_25-1]	433.484595	0	1.0	0.0	39	433.484595	unrelated	unrelated	C-2(U-N)	3	3
[4-1_vs_25-2]	425.72742	0	1.0	0.0	40	425.72742	unrelated	unrelated		UN	UN
[4-1_vs_26-1]	432.367516	0	1.0	0.0	35	432.367516	unrelated	unrelated		2	2
[4-1_vs_27-1]	251.363241	0	1.0	0.0	21	251.363241	unrelated	unrelated		4	4
[4-1_vs_28-1]	222.213516	0	1.0	0.0	27	222.213516	unrelated	unrelated		4	4
[4-1_vs_29-1]	8.114754	0	1.0	0.0	1	8.114754	unrelated	unrelated	UN	UN	UN
[4-1_vs_29-2]	14.111788	0	1.0	0.0	2	14.111788	unrelated	unrelated		UN	UN
[4-1_vs_30-1]	7.713833	0	1.0	0.0	1	7.713833	unrelated	unrelated	UN	UN	UN
[4-1_vs_30-2]	6.729485	0	1.0	0.0	1	6.729485	unrelated	unrelated		UN	UN
[4-1_vs_31-1]	15.036847	0	1.0	0.0	2	15.036847	unrelated	unrelated	UN	UN	UN
[4-1_vs_31-2]	13.663449	0	1.0	0.0	2	13.663449	unrelated	unrelated		UN	UN
[4-1_vs_32-2]	30.815363	0	1.0	0.0	3	30.815363	unrelated	unrelated		UN	UN
[4-1_vs_33-1]	20.06979	0	1.0	0.0	2	20.06979	unrelated	unrelated	UN	UN	UN
[4-1_vs_33-2]	34.741302	0	1.0	0.0	2	34.741302	unrelated	unrelated		UN	UN
[4-1_vs_34-2]	14.730564	0	1.0	0.0	2	14.730564	unrelated	unrelated		UN	UN
[4-1_vs_35-2]	9.283813	0	1.0	0.0	1	9.283813	unrelated	unrelated		UN	UN
[4-1_vs_36-2]	7.3183	0	1.0	0.0	1	7.3183	unrelated	unrelated		UN	UN
[4-1_vs_37-1]	8.107826	0	1.0	0.0	1	8.107826	unrelated	unrelated	UN	UN	UN
[4-1_vs_37-2]	9.74469	0	1.0	0.0	1	9.74469	unrelated	unrelated		UN	UN
[4-1_vs_38-1]	41.284748	0	1.0	0.0	3	41.284748	unrelated	unrelated	UN	UN	UN
[4-1_vs_38-2]	42.013901	0	1.0	0.0	3	42.013901	unrelated	unrelated		UN	UN
[4-1_vs_39-2]	12.622188	0	1.0	0.0	2	12.622188	unrelated	unrelated		UN	UN
[4-1_vs_4-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[4-1_vs_40-1]	36.743372	0	1.0	0.0	4	36.743372	unrelated	unrelated		UN	UN
[4-1_vs_41-1]	11.061531	0	1.0	0.0	1	11.061531	unrelated	unrelated	UN	UN	UN
[4-1_vs_41-2]	11.061531	0	1.0	0.0	1	11.061531	unrelated	unrelated		UN	UN
[4-1_vs_42-1]	8.368847	0	1.0	0.0	1	8.368847	unrelated	unrelated	UN	UN	UN
[4-1_vs_42-2]	9.974495	0	1.0	0.0	1	9.974495	unrelated	unrelated		UN	UN
[4-1_vs_43-1]	17.240311	0	1.0	0.0	2	17.240311	unrelated	unrelated	UN	UN	UN
[4-1_vs_43-2]	17.763201000000002	0	1.0	0.0	2	17.763201000000002	unrelated	unrelated		UN	UN
[4-1_vs_44-1]	10.898121	0	1.0	0.0	1	10.898121	unrelated	unrelated	UN	UN	UN
[4-1_vs_44-2]	10.898121	0	1.0	0.0	1	10.898121	unrelated	unrelated		UN	UN
[4-1_vs_45-1]	36.889404	0	1.0	0.0	2	36.889404	unrelated	unrelated		UN	UN
[4-1_vs_46-1]	14.193096	0	1.0	0.0	2	14.193096	unrelated	unrelated	UN	UN	UN
[4-1_vs_46-2]	23.036354	0	1.0	0.0	3	23.036354	unrelated	unrelated		UN	UN
[4-1_vs_48-1]	10.25301	0	1.0	0.0	1	10.25301	unrelated	unrelated	UN	UN	UN
[4-1_vs_48-2]	10.25301	0	1.0	0.0	1	10.25301	unrelated	unrelated		UN	UN
[4-1_vs_49-1]	6.97879	0	1.0	0.0	1	6.97879	unrelated	unrelated	UN	UN	UN
[4-1_vs_5-1]	1600.756641	0	1.0	0.0	65	1600.756641	50.0	FS	C-1(FS)	2	2
[4-1_vs_5-2]	1626.910274	0	1.0	0.0	68	1626.910274	unrelated	unrelated		UN	UN
[4-1_vs_6-1]	1112.117553	0	1.0	0.0	57	1112.117553	50.0	FS	C-1(FS)	2	2
[4-1_vs_6-2]	1099.597343	0	1.0	0.0	58	1099.597343	unrelated	unrelated		UN	UN
[4-1_vs_7-1]	117.563576	0	1.0	0.0	10	117.563576	12.5	F-C	C-3a(FC)	4	4
[4-1_vs_7-2]	116.207009	0	1.0	0.0	10	116.207009	unrelated	unrelated		UN	UN
[4-1_vs_8-1]	158.859619	0	1.0	0.0	14	158.859619	12.5	F-C	C-3a(FC)	4	4
[4-1_vs_8-2]	126.036306	0	1.0	0.0	12	126.036306	unrelated	unrelated		UN	UN
[4-1_vs_9-1]	38.1999	0	1.0	0.0	5	38.1999	12.5	F-C	C-3a(FC)	4	4
[4-1_vs_9-2]	38.1999	0	1.0	0.0	5	38.1999	unrelated	unrelated		UN	UN
[4-2_vs_10-1]	143.225847	0	1.0	0.0	13	143.225847	unrelated	unrelated		UN	UN
[4-2_vs_10-2]	146.415948	0	1.0	0.0	13	146.415948	unrelated	unrelated		UN	UN
[4-2_vs_11-2]	222.405048	0	1.0	0.0	23	222.405048	unrelated	unrelated		UN	UN
[4-2_vs_12-1]	70.801848	0	1.0	0.0	7	70.801848	unrelated	unrelated		UN	UN
[4-2_vs_12-2]	59.922092	0	1.0	0.0	6	59.922092	unrelated	unrelated		UN	UN
[4-2_vs_13-1]	47.768494	0	1.0	0.0	5	47.768494	unrelated	unrelated		UN	UN
[4-2_vs_13-2]	41.787743	0	1.0	0.0	4	41.787743	unrelated	unrelated		UN	UN
[4-2_vs_14-1]	57.317841	0	1.0	0.0	7	57.317841	unrelated	unrelated		UN	UN
[4-2_vs_14-2]	62.168266	0	1.0	0.0	6	62.168266	unrelated	unrelated		UN	UN
[4-2_vs_15-1]	489.288663	0	1.0	0.0	49	489.288663	unrelated	unrelated		UN	UN
[4-2_vs_15-2]	495.615636	0	1.0	0.0	50	495.615636	unrelated	unrelated		UN	UN
[4-2_vs_16-1]	523.203741	0	1.0	0.0	49	523.203741	unrelated	unrelated		UN	UN
[4-2_vs_16-2]	541.550876	0	1.0	0.0	53	541.550876	unrelated	unrelated		UN	UN
[4-2_vs_17-1]	194.637041	0	1.0	0.0	19	194.637041	unrelated	unrelated		UN	UN
[4-2_vs_17-2]	196.89472	0	1.0	0.0	20	196.89472	unrelated	unrelated		UN	UN
[4-2_vs_18-1]	161.797802	0	1.0	0.0	16	161.797802	unrelated	unrelated		UN	UN
[4-2_vs_18-2]	157.554097	0	1.0	0.0	15	157.554097	unrelated	unrelated		UN	UN
[4-2_vs_19-1]	929.143696	0	1.0	0.0	84	929.143696	unrelated	unrelated		UN	UN
[4-2_vs_19-2]	904.003173	0	1.0	0.0	81	904.003173	unrelated	unrelated		UN	UN
[4-2_vs_20-1]	353.190267	0	1.0	0.0	34	353.190267	unrelated	unrelated		UN	UN
[4-2_vs_20-2]	358.572577	0	1.0	0.0	35	358.572577	unrelated	unrelated		UN	UN
[4-2_vs_21-1]	468.629335	0	1.0	0.0	45	468.629335	unrelated	unrelated		UN	UN
[4-2_vs_21-2]	471.13276	0	1.0	0.0	46	471.13276	unrelated	unrelated		UN	UN
[4-2_vs_22-1]	923.764409	0	1.0	0.0	84	923.764409	unrelated	unrelated		UN	UN
[4-2_vs_22-2]	962.794073	0	1.0	0.0	87	962.794073	unrelated	unrelated		UN	UN
[4-2_vs_22-650-1-blood]	8.19445	0	1.0	0.0	1	8.19445	unrelated	unrelated		UN	UN
[4-2_vs_23-1]	434.28217	0	1.0	0.0	45	434.28217	unrelated	unrelated		UN	UN
[4-2_vs_23-2]	446.225079	0	1.0	0.0	44	446.225079	unrelated	unrelated		UN	UN
[4-2_vs_24-1]	450.026712	0	1.0	0.0	45	450.026712	unrelated	unrelated		UN	UN
[4-2_vs_24-2]	443.075799	0	1.0	0.0	46	443.075799	unrelated	unrelated		UN	UN
[4-2_vs_25-1]	435.090574	0	1.0	0.0	40	435.090574	unrelated	unrelated		UN	UN
[4-2_vs_25-2]	446.271255	0	1.0	0.0	42	446.271255	unrelated	unrelated		UN	UN
[4-2_vs_26-1]	446.173015	0	1.0	0.0	36	446.173015	unrelated	unrelated		UN	UN
[4-2_vs_27-1]	231.917596	0	1.0	0.0	19	231.917596	unrelated	unrelated		UN	UN
[4-2_vs_28-1]	230.311404	0	1.0	0.0	28	230.311404	unrelated	unrelated		UN	UN
[4-2_vs_29-1]	8.114754	0	1.0	0.0	1	8.114754	unrelated	unrelated		UN	UN
[4-2_vs_29-2]	14.111788	0	1.0	0.0	2	14.111788	unrelated	unrelated		UN	UN
[4-2_vs_30-1]	7.713833	0	1.0	0.0	1	7.713833	unrelated	unrelated		UN	UN
[4-2_vs_30-2]	6.729485	0	1.0	0.0	1	6.729485	unrelated	unrelated		UN	UN
[4-2_vs_31-1]	15.036847	0	1.0	0.0	2	15.036847	unrelated	unrelated		UN	UN
[4-2_vs_31-2]	13.663449	0	1.0	0.0	2	13.663449	unrelated	unrelated		UN	UN
[4-2_vs_32-2]	30.815363	0	1.0	0.0	3	30.815363	unrelated	unrelated		UN	UN
[4-2_vs_33-1]	20.06979	0	1.0	0.0	2	20.06979	unrelated	unrelated		UN	UN
[4-2_vs_33-2]	35.920315	0	1.0	0.0	2	35.920315	unrelated	unrelated		UN	UN
[4-2_vs_34-2]	7.707134	0	1.0	0.0	1	7.707134	unrelated	unrelated		UN	UN
[4-2_vs_35-2]	9.283813	0	1.0	0.0	1	9.283813	unrelated	unrelated		UN	UN
[4-2_vs_36-2]	7.3183	0	1.0	0.0	1	7.3183	unrelated	unrelated		UN	UN
[4-2_vs_37-1]	8.107826	0	1.0	0.0	1	8.107826	unrelated	unrelated		UN	UN
[4-2_vs_37-2]	9.74469	0	1.0	0.0	1	9.74469	unrelated	unrelated		UN	UN
[4-2_vs_38-1]	41.284748	0	1.0	0.0	3	41.284748	unrelated	unrelated		UN	UN
[4-2_vs_38-2]	42.013901	0	1.0	0.0	3	42.013901	unrelated	unrelated		UN	UN
[4-2_vs_39-2]	12.622188	0	1.0	0.0	2	12.622188	unrelated	unrelated		UN	UN
[4-2_vs_40-1]	47.916048	0	1.0	0.0	5	47.916048	unrelated	unrelated		UN	UN
[4-2_vs_41-1]	11.061531	0	1.0	0.0	1	11.061531	unrelated	unrelated		UN	UN
[4-2_vs_41-2]	11.061531	0	1.0	0.0	1	11.061531	unrelated	unrelated		UN	UN
[4-2_vs_42-1]	18.596157	0	1.0	0.0	2	18.596157	unrelated	unrelated		UN	UN
[4-2_vs_42-2]	20.201805	0	1.0	0.0	2	20.201805	unrelated	unrelated		UN	UN
[4-2_vs_43-1]	17.240311	0	1.0	0.0	2	17.240311	unrelated	unrelated		UN	UN
[4-2_vs_43-2]	17.763201000000002	0	1.0	0.0	2	17.763201000000002	unrelated	unrelated		UN	UN
[4-2_vs_44-1]	10.898121	0	1.0	0.0	1	10.898121	unrelated	unrelated		UN	UN
[4-2_vs_44-2]	10.898121	0	1.0	0.0	1	10.898121	unrelated	unrelated		UN	UN
[4-2_vs_45-1]	10.242294	0	1.0	0.0	1	10.242294	unrelated	unrelated		UN	UN
[4-2_vs_46-1]	14.193096	0	1.0	0.0	2	14.193096	unrelated	unrelated		UN	UN
[4-2_vs_46-2]	23.036354	0	1.0	0.0	3	23.036354	unrelated	unrelated		UN	UN
[4-2_vs_48-1]	10.25301	0	1.0	0.0	1	10.25301	unrelated	unrelated		UN	UN
[4-2_vs_48-2]	10.25301	0	1.0	0.0	1	10.25301	unrelated	unrelated		UN	UN
[4-2_vs_49-1]	6.97879	0	1.0	0.0	1	6.97879	unrelated	unrelated		UN	UN
[4-2_vs_5-1]	1599.789683	0	1.0	0.0	65	1599.789683	unrelated	unrelated		UN	UN
[4-2_vs_5-2]	1611.514489	0	1.0	0.0	67	1611.514489	unrelated	unrelated		UN	UN
[4-2_vs_6-1]	1116.337146	0	1.0	0.0	57	1116.337146	unrelated	unrelated		UN	UN
[4-2_vs_6-2]	1101.111802	0	1.0	0.0	58	1101.111802	unrelated	unrelated		UN	UN
[4-2_vs_7-1]	127.947438	0	1.0	0.0	11	127.947438	unrelated	unrelated		UN	UN
[4-2_vs_7-2]	126.590871	0	1.0	0.0	11	126.590871	unrelated	unrelated		UN	UN
[4-2_vs_8-1]	158.142547	0	1.0	0.0	14	158.142547	unrelated	unrelated		UN	UN
[4-2_vs_8-2]	126.036306	0	1.0	0.0	12	126.036306	unrelated	unrelated		UN	UN
[4-2_vs_9-1]	40.38309	0	1.0	0.0	5	40.38309	unrelated	unrelated		UN	UN
[4-2_vs_9-2]	40.38309	0	1.0	0.0	5	40.38309	unrelated	unrelated		UN	UN
[40-1_vs_41-1]	26.166403	0	1.0	0.0	2	26.166403	unrelated	unrelated		UN	UN
[40-1_vs_41-2]	26.166403	0	1.0	0.0	2	26.166403	unrelated	unrelated		UN	UN
[40-1_vs_42-1]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[40-1_vs_42-2]	7.565651	0	1.0	0.0	1	7.565651	unrelated	unrelated		UN	UN
[40-1_vs_43-1]	28.727085	0	1.0	0.0	3	28.727085	unrelated	unrelated		UN	UN
[40-1_vs_43-2]	29.315926	0	1.0	0.0	3	29.315926	unrelated	unrelated		UN	UN
[40-1_vs_44-1]	21.197525	0	1.0	0.0	2	21.197525	unrelated	unrelated		UN	UN
[40-1_vs_44-2]	14.107674	0	1.0	0.0	1	14.107674	unrelated	unrelated		UN	UN
[40-1_vs_45-1]	35.849754000000004	0	1.0	0.0	4	35.849754000000004	unrelated	unrelated		UN	UN
[40-1_vs_46-1]	40.329795	0	1.0	0.0	4	40.329795	unrelated	unrelated		UN	UN
[40-1_vs_46-2]	40.958896	0	1.0	0.0	4	40.958896	unrelated	unrelated		UN	UN
[40-1_vs_47-1]	55.691983	0	1.0	0.0	5	55.691983	unrelated	unrelated		UN	UN
[40-1_vs_47-2]	55.691983	0	1.0	0.0	5	55.691983	unrelated	unrelated		UN	UN
[40-1_vs_48-1]	37.954296	0	1.0	0.0	3	37.954296	unrelated	unrelated		UN	UN
[40-1_vs_48-2]	37.954296	0	1.0	0.0	3	37.954296	unrelated	unrelated		UN	UN
[40-1_vs_49-1]	17.14637	0	1.0	0.0	2	17.14637	unrelated	unrelated		UN	UN
[40-1_vs_49-2]	17.14637	0	1.0	0.0	2	17.14637	unrelated	unrelated		UN	UN
[41-1_vs_41-2]	3127.459212	0	1.0	0.0	25	3127.459212	unrelated	unrelated		UN	UN
[41-1_vs_42-1]	6.495777	0	1.0	0.0	1	6.495777	0.0	UL	UN	UN	UN
[41-1_vs_42-2]	6.495777	0	1.0	0.0	1	6.495777	unrelated	unrelated		UN	UN
[41-1_vs_43-1]	50.458328	0	1.0	0.0	3	50.458328	0.0	UL	UN	UN	UN
[41-1_vs_43-2]	49.960724	0	1.0	0.0	3	49.960724	unrelated	unrelated		UN	UN
[41-1_vs_44-1]	1078.398619	0	1.0	0.0	97	1078.398619	50.0	P-C	L-1(P-C)	1	1
[41-1_vs_44-2]	1144.24004	0	1.0	0.0	100	1144.24004	unrelated	unrelated		UN	UN
[41-1_vs_45-1]	619.443872	0	1.0	0.0	56	619.443872	25.0	GP-GC		2	2
[41-1_vs_46-1]	27.220529	0	1.0	0.0	2	27.220529	unrelated	unrelated	UN	UN	UN
[41-1_vs_46-2]	27.810635	0	1.0	0.0	2	27.810635	unrelated	unrelated		UN	UN
[41-1_vs_47-1]	23.704911	0	1.0	0.0	3	23.704911	unrelated	unrelated	UN	UN	UN
[41-1_vs_47-2]	24.202515	0	1.0	0.0	3	24.202515	unrelated	unrelated		UN	UN
[41-1_vs_48-1]	36.653259	0	1.0	0.0	3	36.653259	unrelated	unrelated	UN	UN	UN
[41-1_vs_48-2]	35.029865	0	1.0	0.0	3	35.029865	unrelated	unrelated		UN	UN
[41-1_vs_49-1]	14.394898	0	1.0	0.0	2	14.394898	unrelated	unrelated	UN	UN	UN
[41-1_vs_49-2]	14.394898	0	1.0	0.0	2	14.394898	unrelated	unrelated		UN	UN
[41-2_vs_42-2]	6.495777	0	1.0	0.0	1	6.495777	unrelated	unrelated		UN	UN
[41-2_vs_43-1]	37.304008	0	1.0	0.0	2	37.304008	unrelated	unrelated		UN	UN
[41-2_vs_43-2]	35.85305	0	1.0	0.0	2	35.85305	unrelated	unrelated		UN	UN
[41-2_vs_44-1]	1075.221215	0	1.0	0.0	98	1075.221215	unrelated	unrelated		UN	UN
[41-2_vs_44-2]	1141.639769	0	1.0	0.0	101	1141.639769	unrelated	unrelated		UN	UN
[41-2_vs_45-1]	629.417798	0	1.0	0.0	62	629.417798	unrelated	unrelated		UN	UN
[41-2_vs_46-1]	24.596552	0	1.0	0.0	2	24.596552	unrelated	unrelated		UN	UN
[41-2_vs_46-2]	27.810635	0	1.0	0.0	2	27.810635	unrelated	unrelated		UN	UN
[41-2_vs_47-1]	23.704911	0	1.0	0.0	3	23.704911	unrelated	unrelated		UN	UN
[41-2_vs_47-2]	24.202515	0	1.0	0.0	3	24.202515	unrelated	unrelated		UN	UN
[41-2_vs_48-1]	24.834492	0	1.0	0.0	3	24.834492	unrelated	unrelated		UN	UN
[41-2_vs_48-2]	41.867501	0	1.0	0.0	4	41.867501	unrelated	unrelated		UN	UN
[41-2_vs_49-1]	14.394898	0	1.0	0.0	2	14.394898	unrelated	unrelated		UN	UN
[41-2_vs_49-2]	14.394898	0	1.0	0.0	2	14.394898	unrelated	unrelated		UN	UN
[42-1_vs_42-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[42-1_vs_43-1]	6.443764	0	1.0	0.0	1	6.443764	0.0	UL	UN	UN	UN
[42-1_vs_43-2]	14.184937	0	1.0	0.0	2	14.184937	unrelated	unrelated		UN	UN
[42-1_vs_44-1]	980.981547	0	1.0	0.0	88	980.981547	50.0	P-C	L-1(P-C)	1	1
[42-1_vs_44-2]	1031.307739	0	1.0	0.0	91	1031.307739	unrelated	unrelated		UN	UN
[42-1_vs_45-1]	446.819564	0	1.0	0.0	41	446.819564	25.0	GP-GC		2	2
[42-1_vs_46-1]	21.77439	0	1.0	0.0	3	21.77439	unrelated	unrelated	UN	UN	UN
[42-1_vs_46-2]	21.261343	0	1.0	0.0	3	21.261343	unrelated	unrelated		UN	UN
[42-1_vs_48-1]	20.445164	0	1.0	0.0	2	20.445164	unrelated	unrelated	UN	UN	UN
[42-1_vs_48-2]	20.445164	0	1.0	0.0	2	20.445164	unrelated	unrelated		UN	UN
[42-1_vs_49-1]	6.253536	0	1.0	0.0	1	6.253536	unrelated	unrelated	UN	UN	UN
[42-1_vs_49-2]	6.253536	0	1.0	0.0	1	6.253536	unrelated	unrelated		UN	UN
[42-2_vs_43-1]	6.443764	0	1.0	0.0	1	6.443764	unrelated	unrelated		UN	UN
[42-2_vs_43-2]	6.443764	0	1.0	0.0	1	6.443764	unrelated	unrelated		UN	UN
[42-2_vs_44-1]	1080.376907	0	1.0	0.0	92	1080.376907	unrelated	unrelated		UN	UN
[42-2_vs_44-2]	1124.447622	0	1.0	0.0	94	1124.447622	unrelated	unrelated		UN	UN
[42-2_vs_45-1]	477.089474	0	1.0	0.0	43	477.089474	unrelated	unrelated		UN	UN
[42-2_vs_46-1]	14.838292	0	1.0	0.0	2	14.838292	unrelated	unrelated		UN	UN
[42-2_vs_46-2]	15.582697	0	1.0	0.0	2	15.582697	unrelated	unrelated		UN	UN
[42-2_vs_47-1]	25.420441	0	1.0	0.0	1	25.420441	unrelated	unrelated		UN	UN
[42-2_vs_47-2]	25.420441	0	1.0	0.0	1	25.420441	unrelated	unrelated		UN	UN
[42-2_vs_48-1]	22.507691	0	1.0	0.0	2	22.507691	unrelated	unrelated		UN	UN
[42-2_vs_48-2]	13.891392	0	1.0	0.0	1	13.891392	unrelated	unrelated		UN	UN
[42-2_vs_49-1]	6.253536	0	1.0	0.0	1	6.253536	unrelated	unrelated		UN	UN
[42-2_vs_49-2]	6.253536	0	1.0	0.0	1	6.253536	unrelated	unrelated		UN	UN
[43-1_vs_43-2]	3127.213805	0	1.0	0.0	25	3127.213805	unrelated	unrelated		UN	UN
[43-1_vs_44-1]	24.634285	0	1.0	0.0	2	24.634285	0.0	UL	UN	UN	UN
[43-1_vs_44-2]	30.384689	0	1.0	0.0	2	30.384689	unrelated	unrelated		UN	UN
[43-1_vs_45-1]	985.053955	0	1.0	0.0	91	985.053955	50.0	P-C		1	1
[43-1_vs_46-1]	61.960448	0	1.0	0.0	4	61.960448	unrelated	unrelated	UN	UN	UN
[43-1_vs_46-2]	56.705368	0	1.0	0.0	5	56.705368	unrelated	unrelated		UN	UN
[43-1_vs_47-1]	21.4464	0	1.0	0.0	2	21.4464	unrelated	unrelated	UN	UN	UN
[43-1_vs_47-2]	21.4464	0	1.0	0.0	2	21.4464	unrelated	unrelated		UN	UN
[43-1_vs_48-1]	50.794849	0	1.0	0.0	3	50.794849	unrelated	unrelated	UN	UN	UN
[43-1_vs_48-2]	49.841496	0	1.0	0.0	3	49.841496	unrelated	unrelated		UN	UN
[43-1_vs_49-1]	14.331497	0	1.0	0.0	2	14.331497	unrelated	unrelated	UN	UN	UN
[43-1_vs_49-2]	7.350418	0	1.0	0.0	1	7.350418	unrelated	unrelated		UN	UN
[43-2_vs_44-1]	24.634285	0	1.0	0.0	2	24.634285	unrelated	unrelated		UN	UN
